市区町村コード,転入_総人数,転入65歳以上,転入25歳～29歳,転入30歳～34歳,転入35歳～39歳,転出_総人数,転出65歳以上,転出25歳～29歳,転出30歳～34歳,35歳～39歳
31384,166,6,28,28,20,161,14,28,20,11
31386,351,46,49,45,36,408,40,51,50,25
31389,209,25,34,25,16,274,20,40,32,19
31390,276,24,47,40,19,292,24,55,25,20
31400,220,29,27,27,21,272,24,41,32,22
31401,95,15,7,16,9,109,12,17,13,8
31402,74,10,9,5,5,90,8,16,9,12
31403,51,4,11,6,7,73,4,8,10,2
32000,18149,945,3006,2133,1430,19381,1030,3133,2032,1418
32001,16135,776,2735,1922,1289,17083,802,2836,1817,1261
32002,2014,169,271,211,141,2298,228,297,215,157
32201,5876,252,988,674,437,6231,232,1028,673,452
32202,1659,72,269,184,131,1851,99,284,177,122
32203,4631,192,820,610,395,4256,143,820,495,341
32204,1196,77,204,142,103,1313,93,182,137,98
32205,756,65,111,79,75,897,73,134,80,61
32206,704,32,119,71,66,916,27,151,101,76
32207,640,42,102,71,43,719,60,81,75,53
32209,673,44,122,91,39,900,75,156,79,58
32340,255,17,28,23,12,381,23,56,28,25
32343,255,17,28,23,12,381,23,56,28,25
32380,141,13,23,15,7,138,11,22,10,10
32386,141,13,23,15,7,138,11,22,10,10
32440,514,57,60,41,47,568,66,69,61,38
32441,157,14,19,11,15,173,18,24,13,16
32448,103,7,11,9,10,114,21,13,11,10
32449,254,36,30,21,22,281,27,32,37,12
32500,388,41,53,51,29,485,61,58,48,33
32501,191,19,28,24,16,258,47,21,22,20
32505,197,22,25,27,13,227,14,37,26,13
32520,716,41,107,81,46,726,67,92,68,51
32525,146,7,19,14,10,142,20,16,9,10
32526,127,14,23,16,8,135,8,19,15,6
32527,47,2,4,9,2,43,4,8,6,5
32528,396,18,61,42,26,406,35,49,38,30
33000,63703,3622,11738,7700,5212,66133,3590,12472,7841,5276
33001,60302,3389,11209,7337,4903,62512,3319,11840,7429,5013
33002,3401,233,529,363,309,3621,271,632,412,263
33100,32750,1720,6167,4017,2707,33036,1632,6322,4021,2757
33101,16020,741,2922,1925,1355,16518,668,3325,2003,1355
33102,6844,418,1276,827,558,6260,386,1080,776,532
33103,3326,222,577,394,245,3454,187,621,397,268
33104,6560,339,1392,871,549,6804,391,1296,845,602
33202,12388,620,2505,1480,979,12317,591,2344,1480,963
33203,2753,143,488,311,225,3152,147,549,355,233
33204,1294,85,231,143,106,1677,105,356,206,138
33205,1112,80,206,134,79,1367,99,232,181,135
33207,726,48,128,91,53,898,59,170,102,59
33208,2643,153,436,363,223,2187,121,427,261,151
33209,825,48,121,83,56,1178,89,171,112,93
33210,515,41,87,58,28,726,57,117,70,50
33211,690,73,114,80,53,1006,104,215,105,74
33212,1130,85,189,139,102,1200,51,248,124,90
33213,1129,92,191,142,91,1167,88,212,124,80
33214,808,57,127,93,71,1007,64,169,102,72
33215,681,83,79,81,56,721,56,125,80,47
33216,858,61,140,122,74,873,56,183,106,71
33340,385,38,49,47,44,410,36,63,41,23
33346,385,38,49,47,44,410,36,63,41,23
33420,499,10,106,67,54,406,18,88,45,39
33423,499,10,106,67,54,406,18,88,45,39
33440,333,17,70,41,31,330,17,65,37,20
33445,333,17,70,41,31,330,17,65,37,20
33460,306,21,38,46,23,373,30,82,40,23
33461,306,21,38,46,23,373,30,82,40,23
33580,25,5,1,0,6,25,3,7,2,2
33586,25,5,1,0,6,25,3,7,2,2
33600,343,24,60,36,25,356,29,54,36,22
33606,343,24,60,36,25,356,29,54,36,22
33620,738,41,113,60,63,673,31,124,87,54
33622,432,29,74,43,41,378,24,76,52,39
33623,306,12,39,17,22,295,7,48,35,15
33640,49,3,9,9,5,60,7,10,8,6
33643,49,3,9,9,5,60,7,10,8,6
33660,403,44,53,35,32,554,54,86,72,48
33663,93,14,8,5,6,145,19,20,15,10
33666,310,30,45,30,26,409,35,66,57,38
33680,320,30,30,22,26,434,46,53,44,26
33681,320,30,30,22,26,434,46,53,44,26
34000,105589,5821,19578,13268,8557,110859,5916,20645,13841,8733
34001,98778,5450,18251,12398,7993,103742,5461,19396,12958,8178
34002,6811,371,1327,870,564,7117,455,1249,883,555
34100,58966,3490,11122,7609,4917,59393,3253,11093,7678,5028
34101,10538,600,2012,1316,908,9370,576,1875,1306,872
34102,5737,379,1052,722,486,6054,372,1021,746,481
34103,7376,391,1418,970,594,7591,435,1458,1085,670
34104,10712,583,2092,1378,900,10880,603,2094,1466,947
34105,11097,516,2141,1425,967,11484,447,1946,1397,979
34106,4114,397,641,476,307,4705,317,907,517,332
34107,3384,184,704,430,245,3858,192,726,520,319
34108,6008,440,1062,892,510,5451,311,1066,641,428
34202,5638,241,951,636,391,7457,341,1458,895,575
34203,650,47,96,64,52,932,57,162,123,73
34204,2471,154,429,291,201,2634,149,432,288,188
34205,3227,166,570,369,233,3886,229,689,443,255
34207,10602,502,2000,1220,872,12064,453,2354,1412,853
34208,757,60,126,88,57,1370,90,262,127,83
34209,1385,99,263,162,111,1461,91,226,159,107
34210,691,59,107,81,36,876,75,129,86,55
34211,1008,39,161,101,69,997,58,178,110,83
34212,7639,267,1462,962,543,6964,254,1366,835,473
34213,3853,225,656,534,362,3547,261,695,469,264
34214,730,59,118,74,49,773,68,132,88,37
34215,1161,42,190,207,100,1388,82,220,245,104
34300,5170,235,1100,712,449,5235,309,966,729,416
34302,2071,106,465,305,181,2292,136,440,336,191
34304,1712,60,393,265,160,1586,66,310,247,148
34307,641,39,124,75,54,709,70,115,56,50
34309,746,30,118,67,54,648,37,101,90,27
34360,749,61,108,69,57,793,63,139,61,63
34368,191,20,18,16,14,186,16,28,9,16
34369,558,41,90,53,43,607,47,111,52,47
34420,355,22,45,22,18,343,19,31,22,17
34431,355,22,45,22,18,343,19,31,22,17
34460,369,28,51,51,29,513,41,81,46,41
34462,369,28,51,51,29,513,41,81,46,41
34540,168,25,23,16,11,233,23,32,25,18
34545,168,25,23,16,11,233,23,32,25,18
35000,40522,2244,6616,4402,3054,43941,2350,7128,4527,3026
35001,38962,2082,6407,4235,2950,41857,2182,6873,4321,2911
35002,1560,162,209,167,104,2084,168,255,206,115
35201,5947,289,993,654,493,7032,406,1192,733,487
35202,4391,274,729,485,350,4565,226,812,501,314
35203,7098,357,1115,801,503,7028,274,1079,706,541
35204,1075,83,133,111,95,1344,115,167,138,89
35206,5126,198,770,449,307,4990,147,810,431,263
35207,2406,109,495,313,209,2224,115,409,276,173
35208,3603,173,585,403,297,3961,206,619,412,278
35210,1389,108,265,166,118,1499,104,251,159,105
35211,782,42,119,79,75,815,42,123,69,52
35212,893,70,119,93,63,1073,104,173,100,98
35213,538,55,85,46,41,735,59,119,72,52
35215,4044,210,755,458,288,4571,259,788,495,321
35216,1670,114,244,177,111,2020,125,331,229,138
35300,341,57,23,19,17,488,61,37,27,20
35305,341,57,23,19,17,488,61,37,27,20
35320,263,13,51,32,17,591,11,80,71,28
35321,263,13,51,32,17,591,11,80,71,28
35340,866,82,127,107,62,918,80,130,98,63
35341,64,7,7,14,3,71,12,7,7,4
35343,474,38,71,59,32,460,45,69,47,32
35344,328,37,49,34,27,387,23,54,44,27
35500,90,10,8,9,8,87,16,8,10,4
35502,90,10,8,9,8,87,16,8,10,4
36000,20037,1316,3512,2585,1759,22429,1234,3856,2665,1868
36001,14100,914,2477,1834,1190,16202,852,2848,1868,1354
36002,5937,402,1035,751,569,6227,382,1008,797,514
36201,7618,476,1370,1025,601,7697,337,1371,906,684
36202,1335,94,222,154,118,1715,118,333,186,125
36203,1028,57,173,110,100,1345,76,233,163,104
36204,1535,77,281,186,137,1877,76,329,215,149
36205,793,60,153,105,75,993,46,177,127,86
36206,746,57,119,100,54,1060,61,188,114,78
36207,573,45,79,94,61,753,70,117,73,67
36208,472,48,80,60,44,762,68,100,84,61
36300,165,21,18,16,15,167,17,21,21,14
36301,106,5,16,11,12,128,13,17,15,10
36302,59,16,2,5,3,39,4,4,6,4
36320,43,1,6,5,6,62,7,14,5,3
36321,43,1,6,5,6,62,7,14,5,3
36340,797,45,126,113,77,830,49,154,115,68
36341,676,35,112,94,66,724,40,140,101,58
36342,121,10,14,19,11,106,9,14,14,10
36360,149,23,18,15,11,254,27,40,35,16
36368,149,23,18,15,11,254,27,40,35,16
36380,408,54,60,42,35,581,57,87,51,51
36383,105,11,17,14,8,104,7,13,11,17
36387,112,20,20,9,10,207,24,36,23,15
36388,191,23,23,19,17,270,26,38,17,19
36400,3896,219,730,503,376,3741,168,601,519,305
36401,775,36,148,87,59,812,26,101,118,66
36402,1035,52,200,138,97,987,41,174,139,81
36403,1460,85,276,201,157,1263,53,198,164,95
36404,389,26,66,50,34,385,27,73,54,38
36405,237,20,40,27,29,294,21,55,44,25
36460,150,13,15,18,22,207,25,31,16,22
36468,150,13,15,18,22,207,25,31,16,22
36480,329,26,62,39,27,385,32,60,35,35
36489,329,26,62,39,27,385,32,60,35,35
37000,27895,1503,4928,3523,2499,29440,1419,5102,3485,2429
37001,23342,1171,4131,2931,2086,24371,1086,4250,2834,2005
37002,4553,332,797,592,413,5069,333,852,651,424
37201,12724,570,2201,1611,1148,12479,444,2106,1387,1048
37202,3777,183,709,492,342,3581,165,631,432,320
37203,1475,91,272,189,124,1630,107,307,193,118
37204,1471,58,232,144,132,1797,73,271,204,159
37205,1363,75,311,187,104,1505,76,286,219,119
37206,881,94,123,98,77,1214,84,241,143,91
37207,444,36,77,40,38,663,56,118,69,48
37208,1207,64,206,170,121,1502,81,290,187,102
37320,704,76,104,74,63,811,83,117,75,73
37322,357,38,49,36,37,425,43,62,33,38
37324,347,38,55,38,26,386,40,55,42,35
37340,682,54,108,90,60,829,59,176,104,55
37341,682,54,108,90,60,829,59,176,104,55
37360,167,0,44,35,21,183,20,29,28,13
37364,167,0,44,35,21,183,20,29,28,13
37380,1624,102,320,200,152,1723,78,291,234,158
37386,1066,59,230,121,103,1106,44,185,164,104
37387,558,43,90,79,49,617,34,106,70,54
37400,1376,100,221,193,117,1523,93,239,210,125
37403,263,29,51,30,19,278,26,45,30,21
37404,696,43,108,90,67,826,42,128,125,75
37406,417,28,62,73,31,419,25,66,55,29
38000,34766,2090,5816,4100,2813,37920,2129,6150,4068,2747
38001,31230,1749,5331,3692,2549,33774,1728,5562,3668,2503
38002,3536,341,485,408,264,4146,401,588,400,244
38201,14614,844,2395,1653,1133,14342,554,2387,1613,1088
38202,3203,134,545,400,242,3820,212,642,411,293
38203,1560,114,246,157,145,2095,163,308,163,139
38204,709,34,117,90,64,948,96,157,87,49
38205,2812,125,564,325,242,3123,143,516,348,252
38206,2626,144,455,347,256,2842,130,421,312,213
38207,932,68,170,120,58,1249,98,163,112,77
38210,907,64,150,119,82,1049,78,169,108,85
38213,1700,65,327,215,134,2079,97,405,281,145
38214,782,65,122,88,75,886,68,120,77,49
38215,1385,92,240,178,118,1341,89,274,156,113
38340,276,14,36,35,7,347,39,29,23,16
38356,276,14,36,35,7,347,39,29,23,16
38380,265,29,27,16,24,266,34,36,29,9
38386,265,29,27,16,24,266,34,36,29,9
38400,1802,141,252,242,146,1798,142,292,197,129
38401,1227,79,176,172,104,1114,78,194,124,71
38402,575,62,76,70,42,684,64,98,73,58
38420,329,27,60,35,30,437,36,61,46,19
38422,329,27,60,35,30,437,36,61,46,19
38440,205,21,30,17,11,250,38,30,23,15
38442,205,21,30,17,11,250,38,30,23,15
38480,333,69,34,28,23,552,73,79,41,20
38484,107,19,12,9,5,250,20,49,22,5
38488,226,50,22,19,18,302,53,30,19,15
38500,326,40,46,35,23,496,39,61,41,36
38506,326,40,46,35,23,496,39,61,41,36
39000,19717,1607,2963,2124,1513,21614,1633,3133,2174,1546
39001,16328,1117,2510,1790,1274,17854,1148,2607,1798,1310
39002,3389,490,453,334,239,3760,485,526,376,236
39201,8328,542,1320,918,662,9127,507,1359,964,697
39202,257,22,29,25,16,408,50,37,24,22
39203,470,60,71,42,37,525,50,85,47,35
39204,1865,109,291,203,148,1973,108,276,201,161
39205,810,56,134,125,82,911,60,123,98,68
39206,667,52,75,64,42,827,78,117,77,50
39208,465,28,79,61,36,599,36,82,63,32
39209,263,27,39,25,15,407,37,53,28,30
39210,1094,77,178,94,87,1149,60,184,116,73
39211,1194,68,173,127,89,1125,72,181,98,80
39212,915,76,121,106,60,803,90,110,82,62
39300,508,90,67,41,38,505,80,58,45,27
39301,56,8,10,5,7,65,10,3,6,6
39302,104,25,12,8,6,85,15,8,8,5
39303,94,8,10,6,9,80,11,12,8,6
39304,59,13,8,2,4,73,12,7,6,3
39305,43,7,6,2,3,50,8,11,4,3
39306,36,4,7,3,3,48,5,8,5,1
39307,116,25,14,15,6,104,19,9,8,3
39340,227,50,24,15,15,245,53,26,29,18
39341,141,34,16,9,8,139,26,14,20,9
39344,86,16,8,6,7,106,27,12,9,9
39360,132,25,18,11,6,128,17,14,13,6
39363,120,25,17,11,5,110,16,11,11,5
39364,12,0,1,0,1,18,1,3,2,1
39380,762,86,107,86,48,813,106,148,82,44
39386,603,59,88,72,43,654,66,130,73,37
39387,159,27,19,14,5,159,40,18,9,7
39400,1339,193,184,143,96,1604,175,226,158,112
39401,117,30,19,7,8,200,23,27,23,16
39402,335,38,46,34,28,363,28,63,39,18
39403,111,21,11,14,6,159,19,25,20,12
39405,106,12,15,9,5,126,19,13,17,5
39410,141,25,17,22,11,131,12,21,11,8
39411,136,40,12,9,10,150,28,13,11,19
39412,393,27,64,48,28,475,46,64,37,34
39420,421,46,53,38,36,465,54,54,49,29
39424,105,19,9,10,8,136,17,10,16,4
39427,36,3,4,3,3,20,3,2,0,5
39428,280,24,40,25,25,309,34,42,33,20
40000,260470,16645,45472,32206,22188,253688,16133,45923,31616,21451
40001,232794,14448,40931,28698,19767,226598,14170,41533,28404,19158
40002,27676,2197,4541,3508,2421,27090,1963,4390,3212,2293
40100,40479,2955,6735,4587,3216,41891,3199,7251,4892,3301
40101,2829,235,435,289,234,3373,303,583,409,230
40103,3078,241,427,357,268,3294,300,552,341,252
40105,2603,186,451,253,180,2953,248,528,352,212
40106,11088,698,1977,1274,881,10831,741,1997,1402,901
40107,8833,586,1428,999,669,8966,579,1321,962,722
40108,3055,281,451,323,253,3028,391,517,305,226
40109,8993,728,1566,1092,731,9446,637,1753,1121,758
40130,114455,6242,21484,14299,9742,106546,5717,20694,14430,9792
40131,20236,1146,3660,2524,1594,17628,889,3292,2197,1487
40132,24831,963,5612,3086,1832,24186,995,5483,3730,2257
40133,19878,816,4132,2507,1721,17715,867,3826,2742,1777
40134,16361,899,2974,2166,1481,15492,954,2965,2064,1380
40135,11597,810,1888,1492,1079,11761,637,2009,1405,1137
40136,8376,696,1247,941,712,7642,555,1284,901,639
40137,13176,912,1971,1583,1323,12122,820,1835,1391,1115
40202,2874,232,478,306,229,3433,246,540,409,254
40203,11398,633,1948,1364,876,11432,536,2101,1312,892
40204,1977,160,336,225,160,2034,156,366,254,165
40205,4219,310,688,495,358,4309,280,839,484,289
40206,1551,139,244,157,137,1874,189,295,183,146
40207,1741,105,277,182,148,1883,105,328,215,142
40210,1548,95,285,203,140,2038,134,359,196,125
40211,2056,103,346,275,179,2016,114,341,252,142
40212,938,41,153,127,77,1215,94,215,126,70
40213,2710,157,489,340,225,2779,139,523,331,206
40214,640,47,98,71,49,781,74,107,87,49
40215,1442,154,205,169,135,1606,162,261,161,114
40216,2335,162,351,286,210,2342,119,429,254,164
40217,5262,345,925,650,510,4638,288,835,638,394
40218,6340,358,941,785,532,6520,427,1043,711,539
40219,5835,343,1087,850,576,5645,351,998,726,449
40220,3987,213,705,581,338,3691,263,695,484,263
40221,3446,226,519,450,295,3396,248,552,378,314
40223,2768,200,435,364,210,2579,173,435,305,211
40224,3218,215,553,496,320,2380,178,469,311,208
40225,766,64,104,115,78,923,69,142,95,80
40226,857,83,133,102,57,1040,76,166,125,83
40227,941,116,106,101,90,1213,141,159,133,100
40228,1603,128,231,207,135,1867,159,295,204,174
40229,880,71,135,97,87,1056,72,175,123,87
40230,4291,373,584,539,442,3240,302,586,316,225
40231,2237,178,356,275,216,2231,159,334,269,180
40340,12710,804,2214,1800,1168,11802,721,1844,1537,1095
40341,1613,128,232,205,148,1597,122,246,184,117
40342,1580,94,295,229,147,1495,91,218,194,141
40343,2476,172,406,312,229,2268,148,358,275,210
40344,1493,121,265,222,133,1299,94,205,176,113
40345,1913,151,267,269,194,1719,98,287,230,162
40348,456,20,64,65,54,317,26,46,36,18
40349,3179,118,685,498,263,3107,142,484,442,334
40380,4058,307,643,441,307,3983,307,688,422,308
40381,1039,47,136,73,58,1148,43,187,98,68
40382,1198,114,238,141,74,1215,117,214,141,106
40383,1101,84,151,142,108,941,91,166,96,75
40384,720,62,118,85,67,679,56,121,87,59
40400,678,66,106,67,59,822,91,124,86,66
40401,280,31,49,33,24,296,45,45,30,29
40402,398,35,57,34,35,526,46,79,56,37
40420,519,54,78,72,41,489,57,72,59,47
40421,519,54,78,72,41,489,57,72,59,47
40440,1441,148,243,179,120,1238,125,220,161,87
40447,1390,129,237,176,117,1166,110,210,154,83
40448,51,19,6,3,3,72,15,10,7,4
40500,780,63,137,111,76,617,49,124,78,43
40503,780,63,137,111,76,617,49,124,78,43
40520,467,34,65,48,55,513,28,76,47,42
40522,467,34,65,48,55,513,28,76,47,42
40540,754,52,94,93,57,751,58,118,90,46
40544,754,52,94,93,57,751,58,118,90,46
40600,2308,461,233,196,168,2672,316,362,219,213
40601,331,59,39,35,24,372,61,47,32,27
40602,169,40,15,12,7,322,40,52,27,26
40604,369,64,40,27,30,390,37,48,28,39
40605,506,85,52,42,39,585,56,75,60,46
40608,221,49,11,12,12,210,32,21,17,17
40609,83,16,9,10,10,109,13,13,9,11
40610,629,148,67,58,46,684,77,106,46,47
40620,2761,128,561,350,263,2780,123,534,374,237
40621,2291,72,489,283,229,2149,74,428,303,195
40625,470,56,72,67,34,631,49,106,71,42
40640,1200,80,167,151,107,1423,88,228,139,109
40642,244,12,51,25,28,279,21,49,30,17
40646,251,20,26,29,24,231,23,22,17,15
40647,705,48,90,97,55,913,44,157,92,77
41000,25999,1565,4359,3253,2186,27714,1405,4770,3248,2068
41001,20947,1193,3507,2631,1774,22480,1072,3930,2666,1639
41002,5052,372,852,622,412,5234,333,840,582,429
41201,7617,428,1226,888,636,7623,309,1396,882,550
41202,2530,182,419,298,185,3119,161,504,331,208
41203,3445,163,596,470,317,3240,125,576,429,268
41204,509,37,71,62,53,732,70,118,75,48
41205,1325,75,225,172,119,1594,71,235,159,119
41206,1532,78,252,188,136,1570,70,278,179,97
41207,686,43,112,85,59,885,57,147,111,79
41208,1349,82,263,184,115,1631,98,285,202,127
41209,815,54,136,120,59,849,50,157,117,54
41210,1139,51,207,164,95,1237,61,234,181,89
41320,916,38,168,98,64,929,35,173,114,59
41327,916,38,168,98,64,929,35,173,114,59
41340,2315,183,368,291,197,2047,155,305,230,194
41341,758,61,102,110,66,694,45,113,87,69
41345,511,27,94,56,30,471,31,64,51,48
41346,1046,95,172,125,101,882,79,128,92,77
41380,187,13,30,23,13,247,12,57,20,16
41387,187,13,30,23,13,247,12,57,20,16
41400,429,34,63,42,35,586,32,75,51,51
41401,429,34,63,42,35,586,32,75,51,51
41420,1048,85,197,153,91,1182,76,192,142,99
41423,168,13,23,23,17,177,20,24,16,14
41424,367,26,80,66,38,417,24,67,55,48
41425,513,46,94,64,36,588,32,101,71,37
41440,157,19,26,15,12,243,23,38,25,10
41441,157,19,26,15,12,243,23,38,25,10
42000,42628,2376,6415,4788,3498,49007,2688,7062,5046,3681
42001,36942,2007,5540,4121,3033,42824,2242,6193,4418,3255
42002,5686,369,875,667,465,6183,446,869,628,426
42201,11443,607,1806,1312,923,13650,734,2176,1515,1062
42202,7799,358,1113,871,562,9703,452,1294,1008,768
42203,1255,80,186,142,111,1492,95,215,132,107
42204,4527,245,761,513,393,4800,213,794,540,352
42205,4749,219,708,541,427,4401,133,709,496,354
42207,656,55,85,60,51,910,68,93,57,56
42208,633,42,91,59,54,769,66,96,64,47
42209,1150,32,139,127,119,1500,96,163,117,139
42210,745,35,95,69,72,915,46,87,71,73
42211,1264,107,175,134,95,1233,84,124,96,103
42212,752,62,105,70,58,952,88,142,92,55
42213,1183,90,175,131,103,1441,89,182,149,76
42214,786,75,101,92,65,1058,78,118,81,63
42300,3144,208,502,389,246,3527,227,519,341,258
42307,1673,106,289,211,133,1928,135,311,191,143
42308,1471,102,213,178,113,1599,92,208,150,115
42320,1208,77,191,122,102,1329,100,206,147,88
42321,230,20,27,26,16,257,32,36,29,15
42322,521,27,64,55,46,579,46,90,55,40
42323,457,30,100,41,40,493,22,80,63,33
42380,774,46,124,95,70,690,58,84,90,44
42383,89,10,8,12,6,74,15,9,8,3
42391,685,36,116,83,64,616,43,75,82,41
42400,560,38,58,61,47,637,61,60,50,36
42411,560,38,58,61,47,637,61,60,50,36
43000,72784,5189,11794,8863,6226,76177,5232,12009,8896,6166
43001,59483,4123,9639,7158,5127,62826,4159,10025,7315,5141
43002,13301,1066,2155,1705,1099,13351,1073,1984,1581,1025
43100,39880,2683,6471,4823,3492,40149,2590,6507,4858,3418
43101,12520,765,2092,1371,1061,13278,817,2289,1677,1167
43102,10031,636,1531,1211,959,9997,660,1540,1148,809
43103,4900,411,772,602,452,4346,335,705,509,359
43104,6030,415,1075,842,516,5517,343,863,684,501
43105,6399,456,1001,797,504,7011,435,1110,840,582
43202,3232,172,593,343,267,3533,220,522,361,284
43203,1164,97,157,140,101,1600,132,228,180,136
43204,1443,92,255,167,107,1691,143,254,194,117
43205,481,37,83,64,34,752,53,101,86,52
43206,1718,106,284,232,140,2020,100,355,235,143
43208,1245,91,203,137,108,1589,110,264,181,117
43210,1426,107,223,196,122,1655,113,249,224,135
43211,1302,77,223,148,100,1438,89,239,159,101
43212,601,65,86,54,45,808,82,107,65,44
43213,1873,155,308,216,158,1998,151,345,190,163
43214,758,66,99,76,75,993,56,208,94,70
43215,1643,148,236,185,121,2130,157,286,180,139
43216,2717,227,418,377,257,2470,163,360,308,222
43340,160,32,27,14,14,240,27,43,25,15
43348,160,32,27,14,14,240,27,43,25,15
43360,1159,94,170,159,95,1268,76,236,144,82
43364,173,11,18,30,20,134,5,17,16,9
43367,238,31,44,25,13,298,26,59,28,11
43368,485,26,66,75,44,560,25,98,69,45
43369,263,26,42,29,18,276,20,62,31,17
43400,4768,201,930,703,402,4205,212,713,628,362
43403,2074,108,391,320,151,1893,87,301,291,164
43404,2694,93,539,383,251,2312,125,412,337,198
43420,1292,135,177,138,110,1570,159,206,175,119
43423,182,13,35,20,17,202,19,31,25,21
43424,253,15,38,25,23,412,44,70,60,24
43425,32,1,7,3,1,71,9,13,6,0
43428,225,26,30,20,17,269,23,25,35,36
43432,230,27,33,22,19,216,17,24,27,13
43433,370,53,34,48,33,400,47,43,22,25
43440,3489,325,526,419,314,2891,230,468,315,253
43441,778,53,134,89,74,590,49,100,63,58
43442,626,45,103,85,65,379,14,76,56,35
43443,1484,163,211,179,125,1198,76,182,135,98
43444,296,26,38,34,22,326,37,55,22,28
43447,305,38,40,32,28,398,54,55,39,34
43460,315,38,36,44,27,383,39,58,36,31
43468,315,38,36,44,27,383,39,58,36,31
43480,400,40,56,44,28,635,74,70,57,43
43482,305,30,39,35,21,517,63,61,48,37
43484,95,10,17,9,7,118,11,9,9,6
43500,1576,192,210,169,98,1955,234,164,179,108
43501,433,35,66,54,19,407,24,34,48,21
43505,256,29,26,25,14,326,45,27,24,25
43506,114,39,10,6,8,107,18,6,7,6
43507,48,11,5,3,1,65,10,4,5,7
43510,77,7,18,9,6,163,19,12,16,9
43511,45,2,3,8,1,86,4,8,6,4
43512,95,9,11,8,9,116,15,8,8,3
43513,88,7,15,10,5,221,58,21,20,10
43514,420,53,56,46,35,464,41,44,45,23
43520,142,9,23,15,11,204,22,26,22,12
43531,142,9,23,15,11,204,22,26,22,12
44000,34010,2377,5561,3891,2697,36243,2226,5814,3920,2710
44001,32134,2198,5261,3702,2514,34187,2018,5469,3717,2573
44002,1876,179,300,189,183,2056,208,345,203,137
44201,13896,761,2382,1622,1154,13543,579,2160,1436,1055
44202,4089,336,601,420,285,4494,327,739,462,297
44203,3510,183,652,503,309,3247,146,532,407,303
44204,1608,95,280,198,115,1938,99,293,218,135
44205,1368,75,226,159,93,1747,127,256,201,108
44206,829,76,104,104,69,975,74,142,103,72
44207,259,21,50,26,22,453,49,68,57,30
44208,513,63,76,45,45,719,74,115,69,55
44209,762,68,117,77,45,698,59,108,59,52
44210,818,96,122,85,61,1159,94,198,135,87
44211,1310,109,190,145,98,1602,110,244,176,111
44212,852,99,129,91,61,1076,100,186,124,74
44213,1510,122,223,157,117,1582,110,255,166,136
44214,810,94,109,70,40,954,70,173,104,58
44320,28,0,2,4,1,61,5,15,6,2
44322,28,0,2,4,1,61,5,15,6,2
44340,1052,84,195,119,101,1026,78,187,121,74
44341,1052,84,195,119,101,1026,78,187,121,74
44460,796,95,103,66,81,969,125,143,76,61
44461,248,45,35,25,21,339,59,51,23,21
44462,548,50,68,41,60,630,66,92,53,40
45000,33229,1899,5175,3655,2660,35420,1869,5025,3478,2550
45001,27200,1459,4286,3025,2175,28771,1406,4120,2845,2061
45002,6029,440,889,630,485,6649,463,905,633,489
45201,12901,622,2025,1457,1090,12660,548,1912,1338,925
45202,5232,265,877,586,407,5255,216,768,541,346
45203,3044,157,490,314,222,3441,204,462,300,228
45204,1320,72,211,144,109,1594,103,220,145,118
45205,1173,86,194,115,73,1393,66,190,129,108
45206,1706,110,242,202,144,2023,126,292,201,152
45207,426,29,71,53,33,640,45,69,58,52
45208,784,75,115,90,57,909,45,125,72,79
45209,614,43,61,64,40,856,53,82,61,53
45340,970,74,165,99,84,999,48,149,96,79
45341,970,74,165,99,84,999,48,149,96,79
45360,242,16,33,23,17,275,22,38,14,19
45361,242,16,33,23,17,275,22,38,14,19
45380,800,86,117,98,66,870,63,119,94,65
45382,570,60,95,71,41,579,42,77,71,38
45383,230,26,22,27,25,291,21,42,23,27
45400,2674,175,390,281,210,2810,189,416,281,220
45401,874,74,137,74,79,899,54,115,98,85
45402,785,27,101,87,56,897,38,159,107,66
45403,51,1,6,1,9,65,9,6,3,10
45404,111,14,13,15,10,160,26,26,14,11
45405,500,41,71,59,31,493,35,70,41,27
45406,353,18,62,45,25,296,27,40,18,21
45420,778,62,115,76,59,946,85,105,86,51
45421,507,46,81,45,33,525,24,73,55,29
45429,42,4,4,4,2,83,14,5,6,4
45430,94,2,14,14,14,116,14,11,9,9
45431,135,10,16,13,10,222,33,16,16,9
45440,565,27,69,53,49,749,56,78,62,55
45441,313,16,43,30,24,422,31,51,39,28
45442,74,3,12,5,6,122,17,16,9,3
45443,178,8,14,18,19,205,8,11,14,24
46000,57378,3674,8021,5958,4375,60331,3505,8139,5745,4214
46001,50180,3071,7181,5242,3802,52275,2765,7363,5044,3699
46002,7198,603,840,716,573,8056,740,776,701,515
46201,19507,1048,2838,1978,1540,19251,795,3004,2030,1445
46203,4372,239,630,485,341,4733,214,604,473,360
46204,530,62,64,65,37,724,50,97,69,41
46206,537,62,62,49,48,624,53,87,64,42
46208,1700,104,236,161,141,1748,88,211,133,120
46210,1093,80,163,105,86,1239,98,191,107,76
46213,621,32,56,74,51,701,53,68,45,43
46214,410,37,42,54,34,453,38,59,37,41
46215,3169,178,504,341,205,3597,165,515,345,227
46216,1783,156,232,191,116,1859,133,242,142,117
46217,953,67,124,111,72,1080,97,150,95,76
46218,5386,299,769,528,375,5431,252,754,488,372
46219,752,57,103,79,60,977,66,126,93,68
46220,1163,89,131,113,49,1255,118,138,111,71
46221,994,64,159,104,72,1158,85,164,96,75
46222,1992,117,244,238,178,2379,131,238,231,165
